video_id,title
vs_3730,Diamond-studded Jesus pendant showcased
vs_3732,Special TV Offer: Monster Trucks DVD Set with Free Poster
vs_3737,Man in car makes shocking face expression
vs_374,Jeep parked in parking lot
vs_3740,Interior Design Showcase: Modern Living Spaces in Mumbai
vs_3741,Freestyle Soccer Tutorial: Knee Hop The World (KHTW)
vs_3747,Stove Burnerr Covers Displayed
vs_3750,Bumper cars collide unexpectedly at fairground
vs_3751,Kitten plays with tablet screen game
vs_3753,Man spraysts brick walkway with pressure washer
vs_3758,Driver helps injured pedestrian after accident
vs_3759,The Walking Dead Season Two Teaser
vs_3765,Find Truck Service Vendor 24 Hour Service
vs_3769,"Motorcycle crashes into burning car, bystanders rushes to help"
vs_377,Dog repeatedly gets out of bathtub and then back in.
vs_3770,"Police clear encampmentsments with APCs, choppers"
vs_3775,Top 10 Do's and don't's for princess party planning
vs_3776,Students perform paper airplane competition on street
vs_3777,Monster truck flips over wheelie
vs_378,Install new chimney cap for better seal and protection.
vs_3783,Man drives away from McDonald's drive-thru
vs_3784,Man throws backpack at friend
vs_3791,"Man kneels on street, bag nearby, people approaches."
vs_3795,Unicycle rider leads cycling group down street
vs_3796,Children color a Vennay diagram
vs_38,Deer Park's Colin Mead scores a basket
vs_380,Three men arrested after Spradingling Ave shooting investigation
vs_3801,13-Year-Old Arrested for Facebook Threat
vs_3802,"Biker rides on rooftop, crashes into barrier"
vs_3803,Fancy Light Yellow Heart Shape Diamond Halo Ring
vs_3804,BMX Bike Rider Performs 360 Look Back Trick
vs_3806,Dancers perform in city street during daytime
vs_3810,Create Stunning Flower Nail Art with Dotting Tools
vs_3811,Madagascar-themed scrub top medium size
vs_3814,Snow-covered trees sway gently in the wind.
vs_3816,Bus driver attacked by passenger with pole
vs_3817,Ultrasonic Cutting Machine Demonstration
vs_3819,"Bear crosses road, hit by car in Russia"
vs_382,Children play soccer game on field
vs_3820,"Woman drives while talking on phone, then pepper spray device shown."
vs_3832,Man pushed into cart on track
vs_3834,Kittenss playfully wrestle on hardwood floor
vs_3838,Flood Atlanta LLC responds to water water damage
vs_384,Three women dancing joyfully in shopping mall
vs_3840,Woman helps man put on pocket watch
vs_3841,"House Fire Destroys Home, Neighbor Saves Owner"
vs_3844,Puppy plays with toy near cage
vs_3847,"Woman takes driving test, crashes into sea, escapes narrowly"
vs_385,Man pushes stuck SUV out of sand trap.
vs_3850,Flower Girl Dress Showcase
vs_3851,Man walks past scaffolding in industrial area
vs_3852,"Man runs through room with box, others chase."
vs_3854,Showcasing a luxury watch with unique features
vs_3856,Dog chases cat around yard
vs_3857,Witnesses come forward in double DUI crash
vs_3858,Dog being bathed in bathtub.
vs_3859,Monster truck flips over collision with crowd
vs_386,Airplane flips mid-air during stunt performance
vs_3861,Truck jackknifed on snowy highway
vs_3862,Man discusses puppy training techniques outdoors.
vs_3873,Man climbs rope in gym workout session
vs_3875,Girl runs down track towards group of people.
vs_3876,Bee flies near ceiling fan blades
vs_3877,Woman practices belly dance footwork on stage.
vs_3880,"Man dances randomly on street, then's car passes."
vs_3882,FD Second Hand Home Appliances Ad
vs_3883,Basil Green Goddess Dressing Blender Recipe
vs_3885,Motorcycle rider falls off hillside track
vs_3887,Motorcycle ride during sunset
vs_3888,"Drunk Driver Flips Car Downtown, Injured Passengers Hospitalized"
vs_3892,WOM Grout Cleaning Services in Pompano Beach
vs_3894,Doll rides tricycle toy on table
vs_39,Firefighters battle large blaze at night
vs_390,Jeep navigating flooded forest path
vs_3900,Child rescued from under car in China
vs_3903,Dolphin Tiress offers professional auto service in Florida
vs_3908,Tennis game ends unexpectedly
vs_3909,Knife Glitch in Call of Duty: Black
vs_391,Color-changing LED candle light display
vs_3910,BMX Riders Compete In Indoor Track
vs_3913,Runners sprint towards finish line in track meet
vs_3917,Unicycle High Jump World Record Attempt
vs_3918,Dump truck unloads soil near construction site
vs_3926,Child makes faces while driving
vs_3927,Woman falls while trying to pick up object in kitchen
vs_3929,Metalworking machine in operation
vs_3930,Man picks up inflatable pool toy from store shelf
vs_3937,Teen rides toy motorcycle down suburban street
vs_3938,Bagati Crystal Jewelry Display
vs_3948,Cars buried under thick snow in Montreal
vs_3949,Baseball fan throws ball into field
vs_3953,Bike Race: In-app purchase retry
vs_3954,Dogs chase goats along beach path
vs_3959,"Woman speaks to reporters amid crowd, discussing royal baby birth."
vs_396,Pug and kitten face-off on red
vs_3960,"Fan chases foul ball, child falls into ground"
vs_3961,Man performs kettlebell swings and rope climbs in gym
vs_3962,Moose approaches cat near feeding station
vs_3964,"Pilot drives car, talks about base return."
vs_3967,Man adjusts wall-mounted wooden rack in room
vs_397,Woman shows off chicken with three yolkss inside
vs_3973,Dishwasher machine in operation with water wash cycle
vs_3974,"Police car crashes into tree, windshield shatters"
vs_3976,Cat plays with Roomba in kitchen
vs_3986,Group sings karaoke with microphones and props
vs_399,Unicycle rider performs daring tricks in front of crowd
vs_3991,Call of the Dead: On top of crate glitch after patch!
vs_3995,ATV riders navigate challenging terrain near vehicle
vs_4,Man walks past mailbox as car drives by
vs_400,Swimmers gather near poolside for event preparation
vs_4000,Bell with visible cracks and damage
vs_4001,Dog jumps fence and chases ball
vs_4002,Red SUV drives past in front of large trees
vs_4003,Woman dances in middle of busy street
vs_4008,SpongeBob SquarePants screams in distress
vs_4009,Man slides down water slide into pool
vs_4011,Off-duty cop Ryan Aucoin arrested for drunk driving
vs_4012,Dog plays with peanut butter jar on head
vs_4013,Gold Coast police investigate stabbing death
vs_4017,Man plays blue bass guitar indoors
vs_402,Teenager takes selfie with phone
vs_4021,Woman gets in through the pet flap
vs_4026,Mother cat plays with kitten in basket
vs_4027,Man gets pedicure treatment in salon
vs_403,Kids playing in foam pit at its foam.com
vs_4035,Cat being petted and scratched on couch
vs_4036,Game Celebrates Justice's 5th Birthday
vs_4037,Automateded traffic light changes change
vs_4038,Two men arm wrestling in front of pool table
vs_4039,Person runs out of building towards street.
vs_4042,Sidi Wire Vent & SP Carbon Shoes Comparison
vs_4046,Cat chases duck toy resembling shark
vs_4048,Boy waves goodbye while man takes selfie in kitchen
vs_4050,Steam locomotive climbs snowy track
vs_4052,Man cleans stars with pressure washer
vs_4053,"Man walks down street, interacts with crowd, then car drives by."
vs_4056,Winning Auto Accident Lawsuits in CA: Key Tips
vs_4057,Mom saves boy with CPR on baseball field
vs_4061,Runner crosses finish line amidst cheering crowd
vs_4063,Top Gear Driving School Conquer Your Fear of Driving
vs_4066,"Man climbs over fence at night, gets help"
vs_4069,Cyclo riders compete in race with support vehicles
vs_4071,Furniture showcase for bedrooms design ideas
vs_4072,Puppy steals toilet paper from bed
vs_4073,"Race cars collide mid-turn, creating chaos"
vs_4074,Laminate flooring installation: Undercutting door frames
vs_4075,Man discusses lottery ticket sales in office
vs_4078,Woman running with puppies in life jackets
vs_408,Children play on inflatable bounce house in sunny backyard.
vs_4081,Cat plays with black box on floor
vs_4082,Baby plays with toy hammer while adult reacts
vs_4083,Person opens car door handle with tool
vs_4087,Magicians Must Die Comic Deck Series
vs_4088,Jeep races SUV on drag strip
vs_409,Golden Retriever nurses puppies in box
vs_4090,Man drives away from parking lot without permission
vs_4096,Prince Charles visits railroad museum amid royal baby speculation
vs_4097,Child plays with stuffed animal while singing song about washing clothes.
vs_410,Dancer performs hop side-to-side exercise
vs_4100,Man flips and pulls large tire in gym.
vs_4102,"Cat climbs onto chair, then jumps down"
vs_4105,"Jeep stuck in mud, drivers struggles to free"
vs_4107,Woman washes truck with pressure washer
vs_4108,Sled dogs pulling sled through snowy forest trail
vs_4109,Woman poses under umbrella near race car
vs_411,"Baseball player hits home run, runs around bases."
vs_4113,Hunter shoots deer from car window
vs_4114,Pickup truck flips over mud ride
vs_4117,Puppies playfully fight in inflatable pool
vs_4122,"Swimmer runs into pool, dives in mid-stride"
vs_4123,Toddler plays soccer with family in park
vs_4124,Girl with stitched mouth held by abaptor
vs_4128,Radiant Onyx & Diamond Lever Back Earrings set in Sterling Silver for Sale
vs_4130,Track meet participants compete in various events.
vs_4133,Perryville Girls Place 4
vs_4134,Child rides small motorcycle in open field
vs_4135,Track runners compete in relay race
vs_4137,Two women engage in a-the-air fight during school assembly
vs_4139,Dog enjoys car ride with open window.
vs_4140,Ladies potato sack race ends in chaos
vs_4141,Interviewer at Disney Frozen World Premiere
vs_4143,Bicycle rider performs wheelie in empty parking lot
vs_4148,PB Teen Beadboard Storage Bed Demonstration
vs_415,Dogs playfully chase each other in grassy field
vs_4151,Cat attacks and bites another cat on street
vs_4152,Ladybug Steam Vapor Disinfection System Clean Home Experience
vs_4154,Jessica Claire discusses dating tips and dressing to impress.
vs_4155,"Family sings ""Happy Birthday"" to Momma Walls"
vs_4157,"Woman tries on shoes, man surprises her with hidden camera prank."
vs_4158,Veterinarian discusses Advantage flea treatment for cats
vs_4161,Furniture showcase for luxury bedrooms setups
vs_4164,Son surprises mother with birthday visit
vs_4165,Yellow Jeep struggles through muddy trail with passengers.
vs_4166,Interior Design Showcase: Modern Living Spaces
vs_4169,"Dog plays with toy, chaps around room."
vs_4170,Metalworking process using machine cuts and welds metal parts person inspects finished piece
vs_4176,Motorcycle rider crashes during stunt performance
vs_4177,Mechanic examines Jeep engine components under vehicle.
vs_4178,Jockey Training: Professional Sports Science
vs_418,Woman towels wet dog dry
vs_4180,Teen Struck by Lightning at Football Practice
vs_4181,Plastic textures and patterns showcase variety
vs_4185,"Woman shot, burned alive in Warren, Michigan"
vs_4187,Man in red shirt throws object at door person
vs_419,Ready-Made-Kurtinz: Highest Quality Curtains Supplier
vs_4195,Man proposes marriage at football match
vs_4196,Interior Design Showcase: Luxurious Living Spaces
vs_4197,Cat jumps to catch hanging bird feeder
vs_4198,Beaver Fever Pep Rally
vs_4200,Engine being repaired in workshop
vs_4201,Fireworks explode over stage during concert
vs_4202,Child in turtle costume falls while crawling
vs_4203,"Man eats sandwich, friend throws drink at him"
vs_4205,Discover top-rated dishwasherss in US
vs_4208,"Man jumps into frozen lake, struggles to get climb out"
vs_4209,Factory worker operates large press machine forging hot metal bar
vs_421,Dogs perform agility training in gym
vs_4210,Doctor Who: The Time of the Doctor
vs_4211,Stove Infinite Switch Replacement Safety Tips
vs_4213,Man pressure washing concrete steps outdoors
vs_4214,Man discusseses recent events on social media.
vs_4215,Squirrel jumps over fence and lands safely
vs_4218,"Biker crashes into tree, bike falls apart"
vs_422,Motorcycle riders chase police officer on highway
vs_4220,Crowd gathers around police vehicles at night.
vs_4221,Lego City 2013 Tanker Truck Assembly
vs_4225,Monster truck performing fails spectacularly
vs_4227,2011 BMW X5M Twin Turbo vs 2011 Chevrolet Corvette Grand Sport LS3
vs_4228,Plastic bag production line demonstration
vs_4230,Man cleans glass door with sign
vs_4235,"Squirrel sings ""Take This Job and Go"""
vs_4236,Man in car hands gun to police officer
vs_424,"Van drives onto wrong side of highway, narrowly avoids collision"
vs_4243,Abandoned classroom with deteriorating furniture and broken piano.
vs_4244,Car drives past snowy gas station
vs_4248,Man falls down stairs while skateboarding
vs_425,Michael Jackson crowd-surfing during concert
vs_4250,Man discusses website content at desk
vs_4253,Man runs along beach carrying bodyboard
vs_4255,"Champ Bailey sold for 750,000"
vs_4257,How Replace filters on Dyson DC05 vacuum
vs_4259,Lego Rowing Competition: Team Celebration
vs_426,"Black cat rolls over floor, plays with toy"
vs_4261,"Biker crashes into tree, rider falls off trail"
vs_4262,Construction workers repair power lines on street
vs_4263,Horse rider successfully clears obstacle course
vs_4269,Man demonstrates carpet cleaning technique with dog present
vs_4271,U.S. Capitol Shooting: Female Suspect Shot and Killed
vs_4272,Motorcycle overtakes car on Santa Cruz HWY
vs_4275,Boys' 60m Hurdles Awards Ceremony
vs_4276,Fishing tutorial: Walk the Dog lure retrieve technique
vs_4279,Liori Diamonds New York showcases exquisite engagement ring
vs_4280,Fan catches foul ball in the stands.
vs_4281,Sewing machine stitching leather piece
vs_4282,Police officer uses suspect on ground
vs_4285,Pam'ss Dog Academy Loose Leash Walking Training
vs_4289,Great Dane chases fris ball
vs_429,Two men fight on gym floor
vs_4290,Dual Robot Water-jet Cutting Steel Fence Panel
vs_4291,Man pets and plays with cat on bed
vs_4292,Creating Flat Patterns in Autodesk Inventor
vs_4293,Man spins basketball on finger
vs_4295,Real Estate Company Offers Fast Cash for Houses
vs_4298,"Child rides scooter down residential street, jumps ramp"
vs_4299,Making a Apple Pie Step-by-Step Guide
vs_43,"Dog Trainer Teaches German Shepherd Sit, Down, Stay Commands"
vs_4301,Street Performer Gets Well-Deserved Punch
vs_4303,Girl dances in classroom while others watch
vs_4305,Bear chies towards house through window
vs_4313,Denim sewing machine in operation
vs_4314,Diamond heart-shaped ring showcased in red box
vs_4318,Liori Diamonds New York showcases elegant engagement ring
vs_4321,Beyonca performs on stage amid glowing fans.
vs_4326,Man pushes bicycle into parked cars causing chaos
vs_4327,Cat drinks water from toilet bowl
vs_4329,Boy learns to ride bike with help
vs_4332,Man with mustache makes faces and talks
vs_4333,Man performs push-ups with kettlebell in gym
vs_4336,Parkour Innovation Team training mishap
vs_434,Man jumps off roof into pool below
vs_4341,"Police officer kicks suspect, suspect falls."
vs_4342,Building Collapse Rescue Efforts
vs_4343,Freedom Windshield Repair Service Advertisement
vs_4344,Motorcycle rider crashes into another on road
vs_4348,Track athletes compete in hurdles race
vs_4351,Liori Diamonds New York showcases elegant diamond rings.
vs_4352,Dog plays tennis on outdoor court
vs_4354,Dump truck loaded with dirt by bulldozer near riverbank
vs_4355,Chris Carter dives for ball in left field.
vs_4356,Mark demonstrates the Park Tool TS-2.2 Professional Wheel Truingng Stand.
vs_436,Volgograd train station bombing aftermath and security response
vs_4360,Dog plays on pool deck
vs_4361,Blue car drives away from parking spot
vs_4362,Woman dies after car crashes into creek
vs_4372,"Dog hides in cozy pet bed, looks out curiously."
vs_4376,Man dressed as Pinocchio dances on campus path
vs_4377,Pickup truck lifted onto crowd's delight
vs_438,Dog chersases itself in grassy field
vs_4380,Dog plays with potato in backyard while owner works
vs_4381,Express Tire Beach Sale Promotion
vs_4382,LED panels illuminated in various colors on shelves
vs_4384,Bella plays with toy near owner asks for it.
vs_4385,Japanese commuters push train to rescue woman
vs_4386,Boys engage in pillow fight in kitchen
vs_4394,Chihuahua Mix Puppy Plays Fetch
vs_4396,"Man jumps from rooftop, lands on street, runs away"
vs_4399,Motorcycle rider stops on highway median
vs_440,Pickup truck performs burnout on racetrack
vs_4401,Osceola Garage Tire Center Advertisement
vs_4403,Miracle Foot Repair: Instantly Softens Feet
vs_4404,Sewing machine in operation showcasing precision workmanship
vs_4407,Boy chuffs puppy with leash in yard
vs_4408,Child runs into TV screen while family watches
vs_441,Mirror TV displaying various scenes
vs_4413,Street dancers perform break moves in Times Square.
vs_4415,Biker crashes into spectators flee
vs_4416,Band performs energetic birthday party concert
vs_442,Diamond engagement ring showcased on rotating stand
vs_4426,"8-Year-Old Takes Sister in Mom's Car, Tragically Ends"
vs_4435,Flatfoot Causes Foot Sliding Off Flip Flop
vs_4436,Mechanic demonstrates car door safety features
vs_4437,Relay Race: Kresty Rueue Wins First Place
vs_4438,Man repairs water pump system
vs_4443,President Bill Clinton delivers a speech
vs_4446,Woman performs pole dance routine in studio.
vs_4447,Monkey Hook Installation: Easy Picture Hanging Solution
vs_445,"Blue car drifts through race track with smoke, flat tires joke overlaid"
vs_4450,How Automateded hints from the same video
vs_4452,Woman demonstrates shoe modification technique
vs_4453,Obama discusses LGBTQ inclusion in Scouting
vs_4457,Smart Corner Desk Features Showcase
vs_4461,Driver arrested for drunk driving at night.
vs_4462,Dog trainer teaches puppy to follow commands on leash.
vs_4464,Monkey attacks police officer during traffic stop in Texas
vs_4468,18K White gold round cut diamond engagement ring halo prong set 2.68ctw KNR Inc.
vs_4470,Track runners compete in relay race
vs_4471,Teaching Agility Ladder for Dog Training
vs_4472,Deer runs past parked vehicles in wooded area
vs_4473,Puppy plays with hand inside crate
vs_4474,Getting Rid Of Junk Car - CA
vs_4477,New York Jets: Power Hittinging
vs_448,Woman models purple yoga skirt
vs_4480,Cows fly across highway after truck flips
vs_4481,Cooking a Scrambled Eggs on Stove
vs_4483,Drag race cars compete on track
vs_4484,"Man jumps onto chair in dark, then gets up, walks away."
vs_4485,White car tire spinning on asphalt
vs_4486,Pickup truck acceleratesateses on drag strip
vs_449,Group of people fight in barn
vs_4494,The Growler: Howling Wolf by Neil Hardie
vs_4496,Motorcycle rider performs aerial stunt over hillside
vs_4498,"Police officer pulls over driver, engages in physical altercation"
vs_450,Man runs from garbage truck as it reverses
vs_4506,Small Plane Crash in Bolingbrook
vs_4507,Kitchen appliances suddenly open and close repeatedly
vs_4509,WSU Cell Phone Peepers Incident
vs_4510,Woman showcases antique furniture in store
vs_4513,Guatemalans create giant flower carpet for Pope Francis
vs_4515,Men fight in bathroom mirror reflection
vs_4517,"Child swings high, falls onto ground."
vs_452,Keep Your Dog From Jumping on Kitchen Chairs
vs_4520,Woman Feeds Dog with Text Overlay
vs_4522,Man dances wildly in room
vs_4525,Motorcyclists riders navigate icy waterds.
vs_4528,Bicycle rider falls in parking lot
vs_4529,Woman pets German Shepherd dog on belly.
vs_453,Car drives cautiously through snowy forest road
vs_4530,Throwing Tips for Styling Your Living Room
vs_4532,Folding a Flat Diaper for Preloading
vs_4533,Birds feeding chicks in a tree
vs_4535,Dog Dreams About Squirrels
vs_4537,Man cuts shark's fin on boat
vs_4539,Man takes selfie on lake with friends
vs_4540,"Jeep stuck in snowy forest, driver struggles"
vs_4546,APC Cab advertises taxi services for London airports.
vs_4547,Man plays with puppy on bed
vs_4548,Tayay Makes a Sandwich with Banana Chips and Blueberry
vs_455,Child dances joyfully in pajamas.
vs_4552,Track runners sprint towards finish line
vs_4553,Girl Killed While Walking to School
vs_4555,Chicago prison break: Felons escape via skyscraper window
vs_4556,Man inspects commercial refrigerator outside door cooler
vs_4558,Cleaning kitten with baby wipes
vs_4560,Man discusses peanut butter jelly sandwich in room.
vs_4561,School Bus Held Hostage
vs_4562,Man picks up child from ground in field
vs_4563,Man helps person lying on ground in public view
vs_457,Dog plays with ball while puppy rests nearby.
vs_4573,"Car stuck in deep water, rescue operation underway."
vs_4576,Woman plays fetch with dog near water throw toy.
vs_4577,"Dog ""talks"" to camera in office setting"
vs_4578,Boy rides scooter down ramp in skatepark
vs_4582,"2014 Lighting of the Christmas Tree (Bagpipe Marching Band) - Downtown Punta Gorda, FL"
vs_4585,Cat rolls over the ground and says goodbye
vs_4591,Baby plays with toy car and Thomas the Tank Engine box.
vs_4592,Woman makes exaggerated facial expressions repeatedly
vs_4595,Garage Door Repair Woodland Hills
vs_4597,"Blue alien mask appears, string pulls toy airplane"
vs_4598,80 Year Old Arrested for 2nd Crack Charge
vs_4599,Man Feeds Alligator in Hot Tub
vs_46,Man performs backflip into foam pit
vs_4601,"Model showcases LouiLux dress with ""So Much Love"" music by Fedde Le Grand"
vs_4603,Mr. Mark jumps the fuel pump relay on Jeep Cherokee.
vs_4609,Man seen through partially open door in dimly lit room
vs_4616,Dog plays with tire while panting
vs_462,Jeep drives through muddy forest road
vs_4621,Motorcycle chase ends in crash
vs_4622,Dog wearing roller skates shoes runs around house
vs_4628,Computer screen displays animated face-changing video clips
vs_4629,Children play tag game outdoors
vs_463,Jeep being rescued from rocky terrain using cable assistance
vs_4631,Track runners start off race
vs_4632,Horses pull tanker truck through snowy road
vs_4635,Race Car Crash Near Finish Line
vs_4639,"Bicycle rider crashes into tree, falls off road"
vs_4643,"Man rides bike through parked cars, narrowly avoids collision"
vs_4648,Geek discusses TV show replacements and favorites.
vs_465,Horse rider performs dressage maneuvers
vs_4650,Woman twirls skirt in rice field
vs_4652,Snowmobile race crashes into barrier
vs_4654,"Woman speaks into microphone, gesturing actively."
vs_4655,Child runs past ice cream van while playingfully chasing toy car.
vs_4656,"3-year-old boy stuck in window, man holdss him for 10 minutes"
vs_4657,Packaging machine sealing snack box
vs_466,A Rubber Ball Baby Loops-the-Loop
vs_4660,Man climbs tall wooden pole outside balcony
vs_4663,Ski Store Shuts Down Weeks Before Ski Season
vs_4665,"Red car drives through red light, narrowly avoiding collision"
vs_4667,48 Hour Apple Cider Vinegar Detox Diet Cleanse
vs_4671,Training puppy for bird retrieval
vs_4672,Man falls while trying on coat in store
vs_4673,"Man in cowboy hat talks in car, then man in white shirt joins, both smile and laugh."
vs_4675,Wind chimes hanging from house
vs_4676,"Mum sold baby to buy car, accused of charges by Police"
vs_4678,"Baseball player hits home run, crowd cheers"
vs_4682,3D bathroom design comparison using
vs_4688,Monster costume laid out on of floor.
vs_4689,Clackamas Town Center Mall Shooting Incident
vs_469,Child rides modified bicycle with engine on sidewalk
vs_4694,Welcome to LABH GROUP!
vs_4700,Boy rides bike with training wheels in parking lot
vs_4703,Welcome to Langham Garden Buildings
vs_471,Recover Data with Disk Drill on Mac
vs_4717,A Warming Fireplace with Natural New England Stone
vs_4720,Sterling Silver Wire Drawing Technique with Third Hand Tool
vs_4725,Police officer discusses fatal hit-and-run incident involving homeless man.
vs_4727,Marines Inspecting and Loading Rocket Launcher
vs_4728,Tanker truck rear-ended by car on highway
vs_4729,Child rides snowmobile in snowy neighborhood
vs_473,Woman arrested for allegedly abusing baby
vs_4730,Baby Refuses to Eat in High Chair
vs_4733,Fixing Whirlpool Front Load Washer Spring Issue
vs_4737,Jeep Drives in Mud Bog
vs_4739,Man falls into inflatable basketball court slide
vs_474,Zerg wins with 11 units remaining.
vs_4740,Vintage floral trays showcased in close-up.
vs_4741,Woman throws shot put during track meet
vs_4743,Dog chags at laser pointer on floor
vs_4744,Dumbbell Hang Power Clean and Press
vs_4747,Two dogs playfully wrestle near door
vs_4748,Find quick local contractors for roof repairs.
vs_4749,Dogs playfully chase each other in snow-covered yard
vs_4750,Victoria's Secret Secret Embrace Bra Commercial
vs_4755,Pug Puppies Playfully Chewing on Owner's Feet
vs_4760,Vintage Quilt Displayed
vs_4769,Woman models olive green pants against white backdrop
vs_4770,Worker operates large large press machine
vs_4776,Zoo employees deceive visitors with fake animals
vs_4778,Track runners compete in hurdles race
vs_478,Interior Design Showcase of Modern Living Spaces
vs_4781,Police chief speaks to media on New Year celebrations
vs_4783,"Land Rover stuck in mud, being pulled out"
vs_4784,Men's Dog Tag Pendant with 38 inches Necklace - 24k Gold Plateded
vs_4786,"Child opens door door, dog follows inside."
vs_4787,Motorcycle stunt show attracts crowd
vs_4788,Check Engine Light On: Hance Auto Care Advice
vs_479,Forklift loads cargo onto ship in port
vs_4790,Mr. Chris the jeweler showcases a diamond pendant
vs_4795,"Surfing Birds perform ""Rock and Roll High School"" tribute"
vs_4796,"Fan catches foul ball, child held up in excitement."
vs_4797,Train arrives at platform at Jamaica Beach JFK station
vs_4798,Information wanted about hit and run driver
vs_4799,Two boys playfully interact in living room.
vs_4800,"Child sleds down snowy hill, falls, and gets help from adult."
vs_4806,Nissan Leaf Celebrates First anniversary with 32 million gas-free miles.
vs_4807,"Car crashes into pole, bursts into flames"
vs_4809,Two men repair red truck in woods
vs_4812,Guinea Pig Eating Cucumber in Cage
vs_4814,Motorist attacks another driver at Seneca Niagara Casino parking lot
vs_4817,Man wearing sunglasses and cap makes faces at camera
vs_4818,Archie plays fetch in the secret yard
vs_482,Robberort suspect attacks on store
vs_4820,Steve Wilkos discusses DNA testing results
vs_4827,Man discusses legal rights for drunk driving victims.
vs_483,Will Smith slaps reporter at 'Men in Black Black
vs_4831,Custom Painted Girls Castle Bunk Bed with Slide and Stairs
vs_4832,Toddler climbs rock wall with adult encouragement.
vs_4834,Man washeses Harley-Davidson motorcycle outside front of house.
vs_4836,Portable water heater installed outdoors.
vs_4838,Teen jumps over skateboarderboarder fails
vs_4839,Temple Emanuel Celebratesates Deli Day feast draws hundreds
vs_484,Students perform synchronized dance routine on stage
vs_4843,Man on roof holding pole at night
vs_4844,Woman jumps onto bunk bed in bedroom
vs_4845,Puppies playfully chase each other indoors.
vs_4846,Man jumps into pool from patio
vs_4848,Man performs backflip off trampoline
vs_485,Man falls into water from sailboat
vs_4851,Red truck drives past crowd at night
vs_4853,Motorcycle rider approaches from distance on dirt track.
vs_4854,The Floor Barn Showcases Flooring Options
vs_4855,Garage Door Sensors: Clear Webs Interference
vs_4856,"Woman discovers husband cheating, house burns down"
vs_4859,Lego Cement Mixer Construction Scene
vs_4860,Applliances Online: Exploring Washing Machine Features
vs_4868,Four women posing confidently on red couch
vs_487,Bad Rabbit Incident at Disneyland
vs_4878,Swimming pool design and animation showcase
vs_488,Toddler plays with walker in living room
vs_4881,Woman showcases handmade high-low skirt and outfit.
vs_4884,"Man in mask appears, chaos ensues"
vs_4886,"Motorcycle rider suddenly stops in front of car, causing collision"
vs_4888,"Man jumps into inflatable slide, falls down"
vs_4889,Man in white shirt confronts another man in alleyway
vs_4890,Man dancing on green screen
vs_4891,Woman feeds dog peanut butter from spoon
vs_4894,"Man jumps onto car, grabs driver, and drags him away"
vs_4897,Child plays with toy Elmo in car seat
vs_4899,"Man eats Doritos chips while driving, gets surprised by woman"
vs_4900,Child performs backflip down stairs
vs_4902,Cat jumps into grab toy inside box
vs_4906,Bob's Burgers family explores mysterious house
vs_4908,FC 201 Mountain Bike Riding Coming Soon! Advertisement
vs_4909,Man uses pressure washer on brick walkway
vs_4910,Tennis player practicing volleys
vs_4911,Jeep flips over driver loses control
vs_4916,Bunny plays with toy in office room.
vs_4917,Top 10 Do's and don't's for princess party planning
vs_4926,Lose-N-GOOD 10-Day Challenge: Power Might Detox & Diet Plan
vs_4929,Chef prepares crispy pancakes with unique filling technique
vs_4930,Easter Bunny Refuses to Touch African American Children
vs_4931,Bulldog Chases Leash Holder in Playful Pursuit
vs_4932,Black dog nursing puppies on blanket
vs_4938,Girl rides tricycle on snowy street
vs_4940,Man dances joyfully near Christmas tree lights sparkle
vs_4941,Woman carries sleeping child while managing four dogs in park.
vs_4943,Woman unpacks large fabric pattern envelope
vs_4948,Drag racing car speeds down track
vs_4951,Replace Refrigerator End Cap Without Tools
vs_4956,Man lying on bed approached by person with gun
vs_4958,Standing Long Jump Test Demonstration
vs_496,"Child rides bike, falls off wall"
vs_4960,Puppy playingfully rolls around with stuffed toy on carpet
vs_4962,"Jeep drivers stuck in muddy river, others assist"
vs_4963,Woman showcases BMW hubcaps in warehouse
vs_4965,Painting baseboard with tape and magic marker
vs_4967,"Person holds phone while charging, displaying call interface."
vs_4970,Motorcycle rider killed in Mesa crash
vs_4971,Snow White signs autograph for young fan
vs_4973,Red toy car spins and moves on pavement
vs_4978,Nick Jr. Intro Animation
vs_4979,"Dog runs through house, jumps onto couch"
vs_498,Boy with chocolate-covered face sits smiling.
vs_4981,Construction Worker Explains Safe Working Load for Wire Rope Rigging
vs_4983,Marine Killed: Family Remembers Fallen Soldier
vs_4984,Monster truck successfully completes obstacle course.
vs_4990,Chick-fil-A Launches Healthy 100 Kids Program
vs_4992,Person inflates green balloon in sunlight
vs_4993,"Group gathers around water machine, pours liquid into drum."
vs_4994,Pole Dancing Tutorial: Basic Twist Technique
vs_4995,Turner Chiropractic: Olympic-Quality Care for Gymn
vs_4999,Clean It Up! Carpet Cleaning: How Carpets Get Worn Out and Matted
vs_5,Woman talks on phone in hot tub
vs_500,Army band marching through town
vs_5000,The Wool Tie: A Floppy Silk Tes.
vs_5001,"Silver Mercedes-Benz collides with red BMW at crossroad, both flee."
vs_5002,Woman gives birth in hospital hallway
vs_5003,"Man climbs onto roof, jumps off building"
vs_5004,Smartphone repair process using TVC Mall
vs_5005,"Town shooting leaves three dead, four injured in rural PA"
vs_5006,Insanity 60-Day Total Body Conditioning Program Results
vs_5007,Red Pepper Deli & Grill: Serving Hawks for Over 30 Years
vs_5008,"Woman texts while driving, ignoring road"
